,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
0,2020-10-07,7,10,2020,62,2,Afghanistan,AF,AFG,38041757.0,Asia,1.05936222
1,2020-10-06,6,10,2020,145,5,Afghanistan,AF,AFG,38041757.0,Asia,1.08302043
2,2020-10-05,5,10,2020,44,0,Afghanistan,AF,AFG,38041757.0,Asia,0.78072104
3,2020-10-04,4,10,2020,7,4,Afghanistan,AF,AFG,38041757.0,Asia,0.66505866
4,2020-10-03,3,10,2020,5,0,Afghanistan,AF,AFG,38041757.0,Asia,0.97524412
5,2020-10-02,2,10,2020,17,0,Afghanistan,AF,AFG,38041757.0,Asia,1.08564912
6,2020-10-01,1,10,2020,14,0,Afghanistan,AF,AFG,38041757.0,Asia,1.04096138
7,2020-09-30,30,9,2020,15,2,Afghanistan,AF,AFG,38041757.0,Asia,1.04884745
8,2020-09-29,29,9,2020,12,3,Afghanistan,AF,AFG,38041757.0,Asia,1.11456471
9,2020-09-28,28,9,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,1.34326078
10,2020-09-27,27,9,2020,35,0,Afghanistan,AF,AFG,38041757.0,Asia,1.54041255
11,2020-09-26,26,9,2020,6,2,Afghanistan,AF,AFG,38041757.0,Asia,1.54041255
12,2020-09-25,25,9,2020,16,0,Afghanistan,AF,AFG,38041757.0,Asia,1.61401588
13,2020-09-24,24,9,2020,25,5,Afghanistan,AF,AFG,38041757.0,Asia,1.64556017
14,2020-09-23,23,9,2020,71,2,Afghanistan,AF,AFG,38041757.0,Asia,1.64293148
15,2020-09-22,22,9,2020,30,3,Afghanistan,AF,AFG,38041757.0,Asia,1.52464041
16,2020-09-21,21,9,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,1.69813397
17,2020-09-20,20,9,2020,125,4,Afghanistan,AF,AFG,38041757.0,Asia,1.89265706
18,2020-09-19,19,9,2020,47,1,Afghanistan,AF,AFG,38041757.0,Asia,1.61664457
19,2020-09-18,18,9,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,1.53515517
20,2020-09-17,17,9,2020,17,0,Afghanistan,AF,AFG,38041757.0,Asia,1.65344624
21,2020-09-16,16,9,2020,40,10,Afghanistan,AF,AFG,38041757.0,Asia,1.70864874
22,2020-09-15,15,9,2020,99,6,Afghanistan,AF,AFG,38041757.0,Asia,1.62715933
23,2020-09-14,14,9,2020,75,0,Afghanistan,AF,AFG,38041757.0,Asia,1.45629446
24,2020-09-13,13,9,2020,35,0,Afghanistan,AF,AFG,38041757.0,Asia,1.3090878
